"step","name","platform","age_range","download_dt","users_count","count_rides"
"1","signup","web","45-54","2021-12-24","1","0"
"1","signup","web","45-54","2021-12-29","1","0"
"1","signup","web","45-54","2021-12-30","2","0"
"1","signup","web","","2021-01-03","3","0"
"1","signup","web","","2021-01-05","1","0"
"1","signup","web","","2021-01-08","2","0"
"1","signup","web","","2021-01-10","2","0"
"1","signup","web","","2021-01-11","2","0"
"1","signup","web","","2021-01-12","3","0"
"1","signup","web","","2021-01-14","1","0"
"1","signup","web","","2021-01-15","1","0"
"1","signup","web","","2021-01-16","2","0"
"1","signup","web","","2021-01-18","1","0"
"1","signup","web","","2021-01-19","2","0"
"1","signup","web","","2021-01-21","2","0"
"1","signup","web","","2021-01-23","2","0"
"1","signup","web","","2021-01-25","1","0"
"1","signup","web","","2021-01-26","1","0"
"1","signup","web","","2021-01-27","3","0"
"1","signup","web","","2021-01-29","2","0"
"1","signup","web","","2021-01-30","1","0"
"1","signup","web","","2021-01-31","1","0"
"1","signup","web","","2021-02-01","4","0"
"1","signup","web","","2021-02-02","2","0"
"1","signup","web","","2021-02-04","1","0"
"1","signup","web","","2021-02-05","1","0"
"1","signup","web","","2021-02-07","1","0"
"1","signup","web","","2021-02-08","3","0"
"1","signup","web","","2021-02-09","3","0"
"1","signup","web","","2021-02-12","1","0"
"1","signup","web","","2021-02-13","3","0"
"1","signup","web","","2021-02-14","1","0"
"1","signup","web","","2021-02-15","1","0"
"1","signup","web","","2021-02-16","3","0"
"1","signup","web","","2021-02-17","1","0"
"1","signup","web","","2021-02-18","2","0"
"1","signup","web","","2021-02-19","2","0"
"1","signup","web","","2021-02-21","1","0"
"1","signup","web","","2021-02-22","2","0"
"1","signup","web","","2021-02-24","1","0"
"1","signup","web","","2021-02-26","2","0"
"1","signup","web","","2021-02-27","1","0"
"1","signup","web","","2021-02-28","2","0"
"1","signup","web","","2021-03-01","1","0"
"1","signup","web","","2021-03-03","1","0"
"1","signup","web","","2021-03-05","1","0"
"1","signup","web","","2021-03-06","1","0"
"1","signup","web","","2021-03-08","2","0"
"1","signup","web","","2021-03-09","4","0"
"1","signup","web","","2021-03-11","1","0"
"1","signup","web","","2021-03-12","1","0"
"1","signup","web","","2021-03-13","1","0"
"1","signup","web","","2021-03-14","1","0"
"1","signup","web","","2021-03-15","1","0"
"1","signup","web","","2021-03-16","1","0"
"1","signup","web","","2021-03-17","2","0"
"1","signup","web","","2021-03-21","1","0"
"1","signup","web","","2021-03-23","2","0"
"1","signup","web","","2021-03-24","1","0"
"1","signup","web","","2021-03-27","1","0"
"1","signup","web","","2021-03-28","1","0"
"1","signup","web","","2021-03-29","2","0"
"1","signup","web","","2021-03-30","1","0"
"1","signup","web","","2021-03-31","2","0"
"1","signup","web","","2021-04-01","1","0"
"1","signup","web","","2021-04-02","1","0"
"1","signup","web","","2021-04-03","1","0"
"1","signup","web","","2021-04-04","2","0"
"1","signup","web","","2021-04-05","2","0"
"1","signup","web","","2021-04-08","1","0"
"1","signup","web","","2021-04-09","2","0"
"1","signup","web","","2021-04-10","1","0"
"1","signup","web","","2021-04-11","1","0"
"1","signup","web","","2021-04-12","1","0"
"1","signup","web","","2021-04-13","1","0"
"1","signup","web","","2021-04-14","2","0"
"1","signup","web","","2021-04-15","1","0"
"1","signup","web","","2021-04-16","3","0"
"1","signup","web","","2021-04-17","2","0"
"1","signup","web","","2021-04-18","2","0"
"1","signup","web","","2021-04-20","3","0"
"1","signup","web","","2021-04-23","2","0"
"1","signup","web","","2021-04-25","2","0"
"1","signup","web","","2021-04-27","3","0"
"1","signup","web","","2021-04-28","1","0"
"1","signup","web","","2021-04-30","2","0"
"1","signup","web","","2021-05-01","3","0"
"1","signup","web","","2021-05-02","2","0"
"1","signup","web","","2021-05-03","1","0"
"1","signup","web","","2021-05-04","1","0"
"1","signup","web","","2021-05-06","2","0"
"1","signup","web","","2021-05-08","1","0"
"1","signup","web","","2021-05-10","1","0"
"1","signup","web","","2021-05-11","3","0"
"1","signup","web","","2021-05-12","2","0"
"1","signup","web","","2021-05-13","3","0"
"1","signup","web","","2021-05-14","1","0"
"1","signup","web","","2021-05-15","1","0"
"1","signup","web","","2021-05-16","1","0"
"1","signup","web","","2021-05-17","1","0"
"1","signup","web","","2021-05-19","2","0"
"1","signup","web","","2021-05-20","3","0"
"1","signup","web","","2021-05-21","2","0"
"1","signup","web","","2021-05-22","1","0"
"1","signup","web","","2021-05-23","2","0"
"1","signup","web","","2021-05-24","1","0"
"1","signup","web","","2021-05-25","1","0"
"1","signup","web","","2021-05-26","1","0"
"1","signup","web","","2021-05-27","1","0"
"1","signup","web","","2021-05-29","1","0"
"1","signup","web","","2021-05-31","3","0"
"1","signup","web","","2021-06-01","2","0"
"1","signup","web","","2021-06-02","5","0"
"1","signup","web","","2021-06-04","2","0"
"1","signup","web","","2021-06-05","2","0"
"1","signup","web","","2021-06-06","2","0"
"1","signup","web","","2021-06-09","1","0"
"1","signup","web","","2021-06-10","1","0"
"1","signup","web","","2021-06-11","1","0"
"1","signup","web","","2021-06-12","2","0"
"1","signup","web","","2021-06-13","2","0"
"1","signup","web","","2021-06-14","4","0"
"1","signup","web","","2021-06-15","1","0"
"1","signup","web","","2021-06-16","2","0"
"1","signup","web","","2021-06-17","2","0"
"1","signup","web","","2021-06-18","2","0"
"1","signup","web","","2021-06-19","1","0"
"1","signup","web","","2021-06-20","2","0"
"1","signup","web","","2021-06-22","1","0"
"1","signup","web","","2021-06-23","4","0"
"1","signup","web","","2021-06-24","1","0"
"1","signup","web","","2021-06-26","2","0"
"1","signup","web","","2021-06-29","1","0"
"1","signup","web","","2021-06-30","4","0"
"1","signup","web","","2021-07-01","1","0"
"1","signup","web","","2021-07-03","1","0"
"1","signup","web","","2021-07-04","1","0"
"1","signup","web","","2021-07-05","1","0"
"1","signup","web","","2021-07-06","2","0"
"1","signup","web","","2021-07-07","1","0"
"1","signup","web","","2021-07-08","1","0"
"1","signup","web","","2021-07-09","1","0"
"1","signup","web","","2021-07-10","1","0"
"1","signup","web","","2021-07-11","4","0"
"1","signup","web","","2021-07-12","1","0"
"1","signup","web","","2021-07-14","2","0"
"1","signup","web","","2021-07-15","1","0"
"1","signup","web","","2021-07-16","2","0"
"1","signup","web","","2021-07-18","2","0"
"1","signup","web","","2021-07-19","3","0"
"1","signup","web","","2021-07-20","2","0"
"1","signup","web","","2021-07-21","1","0"
"1","signup","web","","2021-07-23","1","0"
"1","signup","web","","2021-07-24","3","0"
"1","signup","web","","2021-07-25","2","0"
"1","signup","web","","2021-07-26","3","0"
"1","signup","web","","2021-07-27","4","0"
"1","signup","web","","2021-07-28","2","0"
"1","signup","web","","2021-07-29","1","0"
"1","signup","web","","2021-07-30","1","0"
"1","signup","web","","2021-08-01","3","0"
"1","signup","web","","2021-08-02","2","0"
"1","signup","web","","2021-08-04","4","0"
"1","signup","web","","2021-08-05","2","0"
"1","signup","web","","2021-08-06","3","0"
"1","signup","web","","2021-08-08","1","0"
"1","signup","web","","2021-08-09","3","0"
"1","signup","web","","2021-08-10","3","0"
"1","signup","web","","2021-08-11","2","0"
"1","signup","web","","2021-08-12","2","0"
"1","signup","web","","2021-08-13","1","0"
"1","signup","web","","2021-08-16","1","0"
"1","signup","web","","2021-08-17","3","0"
"1","signup","web","","2021-08-18","2","0"
"1","signup","web","","2021-08-20","3","0"
"1","signup","web","","2021-08-21","1","0"
"1","signup","web","","2021-08-22","2","0"
"1","signup","web","","2021-08-23","1","0"
"1","signup","web","","2021-08-24","1","0"
"1","signup","web","","2021-08-27","2","0"
"1","signup","web","","2021-08-28","1","0"
"1","signup","web","","2021-08-30","2","0"
"1","signup","web","","2021-08-31","3","0"
"1","signup","web","","2021-09-02","3","0"
"1","signup","web","","2021-09-03","1","0"
"1","signup","web","","2021-09-04","3","0"
"1","signup","web","","2021-09-05","1","0"
"1","signup","web","","2021-09-06","1","0"
"1","signup","web","","2021-09-07","2","0"
"1","signup","web","","2021-09-08","3","0"
"1","signup","web","","2021-09-10","2","0"
"1","signup","web","","2021-09-11","2","0"
"1","signup","web","","2021-09-12","4","0"
"1","signup","web","","2021-09-13","1","0"
"1","signup","web","","2021-09-14","1","0"
"1","signup","web","","2021-09-15","1","0"
"1","signup","web","","2021-09-18","3","0"
"1","signup","web","","2021-09-20","1","0"
"1","signup","web","","2021-09-21","1","0"
"1","signup","web","","2021-09-22","1","0"
"1","signup","web","","2021-09-24","1","0"
"1","signup","web","","2021-09-25","3","0"
"1","signup","web","","2021-09-26","2","0"
"1","signup","web","","2021-09-27","1","0"
"1","signup","web","","2021-09-28","4","0"
"1","signup","web","","2021-09-30","2","0"
"1","signup","web","","2021-10-01","1","0"
"1","signup","web","","2021-10-02","2","0"
"1","signup","web","","2021-10-03","4","0"
"1","signup","web","","2021-10-04","3","0"
"1","signup","web","","2021-10-05","3","0"
"1","signup","web","","2021-10-06","3","0"
"1","signup","web","","2021-10-07","1","0"
"1","signup","web","","2021-10-08","2","0"
"1","signup","web","","2021-10-09","4","0"
"1","signup","web","","2021-10-10","3","0"
"1","signup","web","","2021-10-11","1","0"
"1","signup","web","","2021-10-12","1","0"
"1","signup","web","","2021-10-13","3","0"
"1","signup","web","","2021-10-14","1","0"
"1","signup","web","","2021-10-15","2","0"
"1","signup","web","","2021-10-17","4","0"
"1","signup","web","","2021-10-19","3","0"
"1","signup","web","","2021-10-20","1","0"
"1","signup","web","","2021-10-21","2","0"
"1","signup","web","","2021-10-23","3","0"
"1","signup","web","","2021-10-25","1","0"
"1","signup","web","","2021-10-26","1","0"
"1","signup","web","","2021-10-27","2","0"
"1","signup","web","","2021-10-28","1","0"
"1","signup","web","","2021-10-29","1","0"
"1","signup","web","","2021-10-31","1","0"
"1","signup","web","","2021-11-01","1","0"
"1","signup","web","","2021-11-02","2","0"
"1","signup","web","","2021-11-03","1","0"
"1","signup","web","","2021-11-05","2","0"
"1","signup","web","","2021-11-06","1","0"
"1","signup","web","","2021-11-08","1","0"
"1","signup","web","","2021-11-09","3","0"
"1","signup","web","","2021-11-12","1","0"
"1","signup","web","","2021-11-13","1","0"
"1","signup","web","","2021-11-14","1","0"
"1","signup","web","","2021-11-15","2","0"
"1","signup","web","","2021-11-16","2","0"
"1","signup","web","","2021-11-17","1","0"
"1","signup","web","","2021-11-19","1","0"
"1","signup","web","","2021-11-20","2","0"
"1","signup","web","","2021-11-21","2","0"
"1","signup","web","","2021-11-23","3","0"
"1","signup","web","","2021-11-25","1","0"
"1","signup","web","","2021-11-26","1","0"
"1","signup","web","","2021-11-27","2","0"
"1","signup","web","","2021-11-28","2","0"
"1","signup","web","","2021-11-29","2","0"
"1","signup","web","","2021-11-30","2","0"
"1","signup","web","","2021-12-01","3","0"
"1","signup","web","","2021-12-02","2","0"
"1","signup","web","","2021-12-03","3","0"
"1","signup","web","","2021-12-04","3","0"
"1","signup","web","","2021-12-05","1","0"
"1","signup","web","","2021-12-06","3","0"
"1","signup","web","","2021-12-07","2","0"
"1","signup","web","","2021-12-09","3","0"
"1","signup","web","","2021-12-10","1","0"
"1","signup","web","","2021-12-11","2","0"
"1","signup","web","","2021-12-14","1","0"
"1","signup","web","","2021-12-18","1","0"
"1","signup","web","","2021-12-19","1","0"
"1","signup","web","","2021-12-20","1","0"
"1","signup","web","","2021-12-21","1","0"
"1","signup","web","","2021-12-22","3","0"
"1","signup","web","","2021-12-23","3","0"
"1","signup","web","","2021-12-24","3","0"
"1","signup","web","","2021-12-25","1","0"
"1","signup","web","","2021-12-26","1","0"
"1","signup","web","","2021-12-28","2","0"
"1","signup","web","","2021-12-29","1","0"
"1","signup","web","","2021-12-31","2","0"
"2","ride_requested","android","18-24","2021-01-02","2","62"
"2","ride_requested","android","18-24","2021-01-04","1","43"
"2","ride_requested","android","18-24","2021-01-05","1","50"
"2","ride_requested","android","18-24","2021-01-06","1","50"
"2","ride_requested","android","18-24","2021-01-08","3","83"
"2","ride_requested","android","18-24","2021-01-09","3","83"
"2","ride_requested","android","18-24","2021-01-10","1","27"
"2","ride_requested","android","18-24","2021-01-11","1","26"
"2","ride_requested","android","18-24","2021-01-12","2","69"
"2","ride_requested","android","18-24","2021-01-14","1","39"
"2","ride_requested","android","18-24","2021-01-15","1","30"
"2","ride_requested","android","18-24","2021-01-16","4","123"
"2","ride_requested","android","18-24","2021-01-17","1","22"
"2","ride_requested","android","18-24","2021-01-18","3","88"
"2","ride_requested","android","18-24","2021-01-19","3","87"
"2","ride_requested","android","18-24","2021-01-20","3","87"
"2","ride_requested","android","18-24","2021-01-21","2","53"
"2","ride_requested","android","18-24","2021-01-22","1","28"
"2","ride_requested","android","18-24","2021-01-23","1","20"
"2","ride_requested","android","18-24","2021-01-26","1","33"
"2","ride_requested","android","18-24","2021-01-28","1","13"
"2","ride_requested","android","18-24","2021-01-29","2","50"
"2","ride_requested","android","18-24","2021-01-31","4","91"
"2","ride_requested","android","18-24","2021-02-03","2","47"
"2","ride_requested","android","18-24","2021-02-04","1","39"
"2","ride_requested","android","18-24","2021-02-05","1","30"
"2","ride_requested","android","18-24","2021-02-06","1","42"
"2","ride_requested","android","18-24","2021-02-07","3","96"
"2","ride_requested","android","18-24","2021-02-09","1","22"
"2","ride_requested","android","18-24","2021-02-10","2","56"
"2","ride_requested","android","18-24","2021-02-12","1","37"
"2","ride_requested","android","18-24","2021-02-13","2","73"
"2","ride_requested","android","18-24","2021-02-14","2","52"
"2","ride_requested","android","18-24","2021-02-15","1","31"
"2","ride_requested","android","18-24","2021-02-17","1","31"
"2","ride_requested","android","18-24","2021-02-19","1","23"
"2","ride_requested","android","18-24","2021-02-20","2","65"
"2","ride_requested","android","18-24","2021-02-21","3","102"
"2","ride_requested","android","18-24","2021-02-25","2","66"
"2","ride_requested","android","18-24","2021-02-26","2","75"
"2","ride_requested","android","18-24","2021-02-27","3","100"
"2","ride_requested","android","18-24","2021-02-28","1","28"
"2","ride_requested","android","18-24","2021-03-02","1","31"
"2","ride_requested","android","18-24","2021-03-06","1","35"
"2","ride_requested","android","18-24","2021-03-07","1","21"
"2","ride_requested","android","18-24","2021-03-09","3","72"
"2","ride_requested","android","18-24","2021-03-11","1","19"
"2","ride_requested","android","18-24","2021-03-12","1","33"
"2","ride_requested","android","18-24","2021-03-16","1","27"
"2","ride_requested","android","18-24","2021-03-17","3","93"
"2","ride_requested","android","18-24","2021-03-18","1","29"
"2","ride_requested","android","18-24","2021-03-20","1","24"
"2","ride_requested","android","18-24","2021-03-21","1","41"
"2","ride_requested","android","18-24","2021-03-22","3","86"
"2","ride_requested","android","18-24","2021-03-24","1","25"
"2","ride_requested","android","18-24","2021-03-25","1","31"
"2","ride_requested","android","18-24","2021-03-26","3","83"
"2","ride_requested","android","18-24","2021-03-30","2","78"
"2","ride_requested","android","18-24","2021-03-31","2","55"
"2","ride_requested","android","18-24","2021-04-03","1","40"
"2","ride_requested","android","18-24","2021-04-07","1","44"
"2","ride_requested","android","18-24","2021-04-09","2","82"
"2","ride_requested","android","18-24","2021-04-11","1","35"
"2","ride_requested","android","18-24","2021-04-12","1","36"
"2","ride_requested","android","18-24","2021-04-13","2","54"
"2","ride_requested","android","18-24","2021-04-14","1","42"
"2","ride_requested","android","18-24","2021-04-15","1","24"
"2","ride_requested","android","18-24","2021-04-16","3","100"
"2","ride_requested","android","18-24","2021-04-17","2","69"
"2","ride_requested","android","18-24","2021-04-18","1","22"
"2","ride_requested","android","18-24","2021-04-22","3","109"
"2","ride_requested","android","18-24","2021-04-23","1","21"
"2","ride_requested","android","18-24","2021-04-24","1","33"
"2","ride_requested","android","18-24","2021-04-25","1","26"
"2","ride_requested","android","18-24","2021-04-26","2","55"
"2","ride_requested","android","18-24","2021-04-27","2","66"
"2","ride_requested","android","18-24","2021-04-28","1","35"
"2","ride_requested","android","18-24","2021-05-02","4","123"
"2","ride_requested","android","18-24","2021-05-04","1","27"
"2","ride_requested","android","18-24","2021-05-07","2","77"
"2","ride_requested","android","18-24","2021-05-08","1","23"
"2","ride_requested","android","18-24","2021-05-09","1","20"
"2","ride_requested","android","18-24","2021-05-13","1","33"
"2","ride_requested","android","18-24","2021-05-14","1","29"
"2","ride_requested","android","18-24","2021-05-15","1","30"
"2","ride_requested","android","18-24","2021-05-16","1","37"
"2","ride_requested","android","18-24","2021-05-18","2","72"
"2","ride_requested","android","18-24","2021-05-19","1","36"
"2","ride_requested","android","18-24","2021-05-20","1","33"
"2","ride_requested","android","18-24","2021-05-21","1","25"
"2","ride_requested","android","18-24","2021-05-23","2","73"
"2","ride_requested","android","18-24","2021-05-24","1","48"
"2","ride_requested","android","18-24","2021-05-28","2","67"
"2","ride_requested","android","18-24","2021-05-30","1","34"
"2","ride_requested","android","18-24","2021-05-31","1","26"
"2","ride_requested","android","18-24","2021-06-03","1","39"
"2","ride_requested","android","18-24","2021-06-05","3","119"
"2","ride_requested","android","18-24","2021-06-07","3","118"
"2","ride_requested","android","18-24","2021-06-08","2","70"
"2","ride_requested","android","18-24","2021-06-09","1","33"
"2","ride_requested","android","18-24","2021-06-10","2","59"
"2","ride_requested","android","18-24","2021-06-12","1","39"
"2","ride_requested","android","18-24","2021-06-13","2","51"
"2","ride_requested","android","18-24","2021-06-15","1","33"
"2","ride_requested","android","18-24","2021-06-16","2","65"
"2","ride_requested","android","18-24","2021-06-17","4","125"
"2","ride_requested","android","18-24","2021-06-18","3","78"
"2","ride_requested","android","18-24","2021-06-20","1","33"
"2","ride_requested","android","18-24","2021-06-21","3","90"
"2","ride_requested","android","18-24","2021-06-22","4","133"
"2","ride_requested","android","18-24","2021-06-24","1","30"
"2","ride_requested","android","18-24","2021-06-25","1","18"
"2","ride_requested","android","18-24","2021-06-27","1","26"
"2","ride_requested","android","18-24","2021-06-28","1","34"
"2","ride_requested","android","18-24","2021-06-29","2","63"
"2","ride_requested","android","18-24","2021-06-30","1","26"
"2","ride_requested","android","18-24","2021-07-01","2","67"
"2","ride_requested","android","18-24","2021-07-02","2","54"
"2","ride_requested","android","18-24","2021-07-03","1","21"
"2","ride_requested","android","18-24","2021-07-04","1","42"
"2","ride_requested","android","18-24","2021-07-07","3","117"
"2","ride_requested","android","18-24","2021-07-08","1","41"
"2","ride_requested","android","18-24","2021-07-09","1","15"
"2","ride_requested","android","18-24","2021-07-10","2","69"
"2","ride_requested","android","18-24","2021-07-12","2","48"
"2","ride_requested","android","18-24","2021-07-13","2","57"
"2","ride_requested","android","18-24","2021-07-14","1","26"
"2","ride_requested","android","18-24","2021-07-16","1","27"
"2","ride_requested","android","18-24","2021-07-17","4","140"
"2","ride_requested","android","18-24","2021-07-18","1","30"
"2","ride_requested","android","18-24","2021-07-19","2","67"
"2","ride_requested","android","18-24","2021-07-20","3","90"
"2","ride_requested","android","18-24","2021-07-22","2","78"
"2","ride_requested","android","18-24","2021-07-24","1","25"
"2","ride_requested","android","18-24","2021-07-25","1","26"
"2","ride_requested","android","18-24","2021-07-26","1","39"
"2","ride_requested","android","18-24","2021-07-28","1","40"
"2","ride_requested","android","18-24","2021-07-31","2","76"
"2","ride_requested","android","18-24","2021-08-01","1","30"
"2","ride_requested","android","18-24","2021-08-03","2","56"
"2","ride_requested","android","18-24","2021-08-09","3","103"
"2","ride_requested","android","18-24","2021-08-12","1","30"
"2","ride_requested","android","18-24","2021-08-13","1","29"
"2","ride_requested","android","18-24","2021-08-16","1","50"
"2","ride_requested","android","18-24","2021-08-17","1","28"
"2","ride_requested","android","18-24","2021-08-18","1","28"
"2","ride_requested","android","18-24","2021-08-19","2","61"
"2","ride_requested","android","18-24","2021-08-21","1","34"
"2","ride_requested","android","18-24","2021-08-22","1","26"
"2","ride_requested","android","18-24","2021-08-23","1","30"
"2","ride_requested","android","18-24","2021-08-26","1","33"
"2","ride_requested","android","18-24","2021-08-27","1","27"
"2","ride_requested","android","18-24","2021-08-29","1","20"
"2","ride_requested","android","18-24","2021-08-30","1","25"
"2","ride_requested","android","18-24","2021-09-01","2","53"
"2","ride_requested","android","18-24","2021-09-02","4","124"
"2","ride_requested","android","18-24","2021-09-04","2","82"
"2","ride_requested","android","18-24","2021-09-05","1","32"
"2","ride_requested","android","18-24","2021-09-06","1","24"
"2","ride_requested","android","18-24","2021-09-07","2","52"
"2","ride_requested","android","18-24","2021-09-09","2","53"
"2","ride_requested","android","18-24","2021-09-10","1","27"
"2","ride_requested","android","18-24","2021-09-12","2","39"
"2","ride_requested","android","18-24","2021-09-13","1","37"
"2","ride_requested","android","18-24","2021-09-15","2","62"
"2","ride_requested","android","18-24","2021-09-19","1","26"
"2","ride_requested","android","18-24","2021-09-21","3","70"
"2","ride_requested","android","18-24","2021-09-22","3","105"
"2","ride_requested","android","18-24","2021-09-23","2","51"
"2","ride_requested","android","18-24","2021-09-24","1","20"
"2","ride_requested","android","18-24","2021-09-25","1","31"
"2","ride_requested","android","18-24","2021-09-26","3","75"
"2","ride_requested","android","18-24","2021-09-28","3","81"
"2","ride_requested","android","18-24","2021-09-29","3","87"
"2","ride_requested","android","18-24","2021-10-02","1","28"
"2","ride_requested","android","18-24","2021-10-03","2","59"
"2","ride_requested","android","18-24","2021-10-04","1","27"
"2","ride_requested","android","18-24","2021-10-05","1","23"
"2","ride_requested","android","18-24","2021-10-06","1","24"
"2","ride_requested","android","18-24","2021-10-07","1","29"
"2","ride_requested","android","18-24","2021-10-08","1","37"
"2","ride_requested","android","18-24","2021-10-09","2","43"
"2","ride_requested","android","18-24","2021-10-10","2","82"
"2","ride_requested","android","18-24","2021-10-13","2","67"
"2","ride_requested","android","18-24","2021-10-14","1","24"
"2","ride_requested","android","18-24","2021-10-15","1","30"
"2","ride_requested","android","18-24","2021-10-18","1","40"
"2","ride_requested","android","18-24","2021-10-20","2","51"
"2","ride_requested","android","18-24","2021-10-21","1","26"
"2","ride_requested","android","18-24","2021-10-22","3","96"
"2","ride_requested","android","18-24","2021-10-23","2","87"
"2","ride_requested","android","18-24","2021-10-24","2","62"
"2","ride_requested","android","18-24","2021-10-25","1","32"
"2","ride_requested","android","18-24","2021-10-27","4","136"
"2","ride_requested","android","18-24","2021-10-30","2","44"
"2","ride_requested","android","18-24","2021-10-31","1","20"
"2","ride_requested","android","18-24","2021-11-01","1","41"
"2","ride_requested","android","18-24","2021-11-02","1","30"
"2","ride_requested","android","18-24","2021-11-08","1","26"
"2","ride_requested","android","18-24","2021-11-10","1","27"
"2","ride_requested","android","18-24","2021-11-11","3","111"
"2","ride_requested","android","18-24","2021-11-13","2","82"
"2","ride_requested","android","18-24","2021-11-14","3","103"
"2","ride_requested","android","18-24","2021-11-15","3","84"
"2","ride_requested","android","18-24","2021-11-16","1","30"
"2","ride_requested","android","18-24","2021-11-17","1","19"
"2","ride_requested","android","18-24","2021-11-18","1","27"
"2","ride_requested","android","18-24","2021-11-19","1","36"
"2","ride_requested","android","18-24","2021-11-22","2","46"
"2","ride_requested","android","18-24","2021-11-23","2","59"
"2","ride_requested","android","18-24","2021-11-24","3","74"
"2","ride_requested","android","18-24","2021-11-25","1","28"
"2","ride_requested","android","18-24","2021-11-27","2","53"
"2","ride_requested","android","18-24","2021-11-30","1","36"
"2","ride_requested","android","18-24","2021-12-01","2","61"
"2","ride_requested","android","18-24","2021-12-02","1","40"
"2","ride_requested","android","18-24","2021-12-03","2","61"
"2","ride_requested","android","18-24","2021-12-07","1","41"
"2","ride_requested","android","18-24","2021-12-08","2","73"
"2","ride_requested","android","18-24","2021-12-09","1","30"
"2","ride_requested","android","18-24","2021-12-12","1","26"
"2","ride_requested","android","18-24","2021-12-13","1","48"
"2","ride_requested","android","18-24","2021-12-17","3","81"
"2","ride_requested","android","18-24","2021-12-20","2","49"
"2","ride_requested","android","18-24","2021-12-21","3","69"
"2","ride_requested","android","18-24","2021-12-22","1","36"
"2","ride_requested","android","18-24","2021-12-25","1","45"
"2","ride_requested","android","18-24","2021-12-26","4","126"
"2","ride_requested","android","18-24","2021-12-27","1","22"
"2","ride_requested","android","18-24","2021-12-28","1","31"
"2","ride_requested","android","18-24","2021-12-30","3","82"
"2","ride_requested","android","18-24","2021-12-31","1","36"
"2","ride_requested","android","25-34","2021-01-01","4","103"
"2","ride_requested","android","25-34","2021-01-02","1","40"
"2","ride_requested","android","25-34","2021-01-04","1","25"
"2","ride_requested","android","25-34","2021-01-05","1","35"
"2","ride_requested","android","25-34","2021-01-06","2","69"
"2","ride_requested","android","25-34","2021-01-07","1","28"
"2","ride_requested","android","25-34","2021-01-08","3","92"
"2","ride_requested","android","25-34","2021-01-09","1","25"
"2","ride_requested","android","25-34","2021-01-10","4","114"
"2","ride_requested","android","25-34","2021-01-11","1","47"
"2","ride_requested","android","25-34","2021-01-12","3","92"
"2","ride_requested","android","25-34","2021-01-13","1","38"
"2","ride_requested","android","25-34","2021-01-14","1","28"
"2","ride_requested","android","25-34","2021-01-15","2","84"
"2","ride_requested","android","25-34","2021-01-16","2","61"
"2","ride_requested","android","25-34","2021-01-17","4","123"
"2","ride_requested","android","25-34","2021-01-19","1","29"
"2","ride_requested","android","25-34","2021-01-21","3","94"
"2","ride_requested","android","25-34","2021-01-22","2","61"
"2","ride_requested","android","25-34","2021-01-23","1","22"
"2","ride_requested","android","25-34","2021-01-24","3","84"
"2","ride_requested","android","25-34","2021-01-25","3","74"
"2","ride_requested","android","25-34","2021-01-26","1","44"
"2","ride_requested","android","25-34","2021-01-27","4","123"
"2","ride_requested","android","25-34","2021-01-29","5","173"
"2","ride_requested","android","25-34","2021-01-30","1","24"
"2","ride_requested","android","25-34","2021-01-31","2","60"
"2","ride_requested","android","25-34","2021-02-01","1","33"
"2","ride_requested","android","25-34","2021-02-02","3","96"
"2","ride_requested","android","25-34","2021-02-03","2","76"
"2","ride_requested","android","25-34","2021-02-05","3","85"
"2","ride_requested","android","25-34","2021-02-06","2","87"
"2","ride_requested","android","25-34","2021-02-07","1","38"
"2","ride_requested","android","25-34","2021-02-08","1","17"
"2","ride_requested","android","25-34","2021-02-09","3","87"
"2","ride_requested","android","25-34","2021-02-10","1","40"
"2","ride_requested","android","25-34","2021-02-11","3","92"
"2","ride_requested","android","25-34","2021-02-12","1","25"
"2","ride_requested","android","25-34","2021-02-13","6","174"
"2","ride_requested","android","25-34","2021-02-14","3","126"
"2","ride_requested","android","25-34","2021-02-15","2","66"
"2","ride_requested","android","25-34","2021-02-17","5","167"
"2","ride_requested","android","25-34","2021-02-18","3","68"
"2","ride_requested","android","25-34","2021-02-19","3","112"
"2","ride_requested","android","25-34","2021-02-20","3","75"
"2","ride_requested","android","25-34","2021-02-21","5","164"
"2","ride_requested","android","25-34","2021-02-22","1","34"
"2","ride_requested","android","25-34","2021-02-23","2","52"
"2","ride_requested","android","25-34","2021-02-24","1","23"
"2","ride_requested","android","25-34","2021-02-25","3","116"
"2","ride_requested","android","25-34","2021-02-26","1","28"
"2","ride_requested","android","25-34","2021-02-27","1","31"
"2","ride_requested","android","25-34","2021-02-28","4","127"
"2","ride_requested","android","25-34","2021-03-01","3","86"
"2","ride_requested","android","25-34","2021-03-02","4","148"
"2","ride_requested","android","25-34","2021-03-03","1","28"
"2","ride_requested","android","25-34","2021-03-05","1","18"
"2","ride_requested","android","25-34","2021-03-06","1","33"
"2","ride_requested","android","25-34","2021-03-07","2","53"
"2","ride_requested","android","25-34","2021-03-08","2","51"
"2","ride_requested","android","25-34","2021-03-11","1","26"
"2","ride_requested","android","25-34","2021-03-13","3","90"
"2","ride_requested","android","25-34","2021-03-14","2","64"
"2","ride_requested","android","25-34","2021-03-15","3","83"
"2","ride_requested","android","25-34","2021-03-16","6","169"
"2","ride_requested","android","25-34","2021-03-18","3","96"
"2","ride_requested","android","25-34","2021-03-19","4","100"
"2","ride_requested","android","25-34","2021-03-21","4","117"
